Institution,GraduationYear,FieldOfStudy,NFQ_Level,NumGraduates
8,10,10,2,50
22,10,10,2,30
23,10,10,2,20
25,10,10,2,50
28,10,10,2,310
15,10,10,2,100
18,10,10,3,10
1,10,10,3,10
8,10,10,3,20
28,10,10,3,40
